"Plot Title: table5_KW_2_15_19"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20400406, SEN S/N: 20400406)","Intensity, Lux (LGR S/N: 20400406, SEN S/N: 20400406)","Coupler Attached (LGR S/N: 20400406)","Host Connected (LGR S/N: 20400406)","Stopped (LGR S/N: 20400406)","End Of File (LGR S/N: 20400406)"
39,02/15/19 04:10:00 PM,12.787,17911.2,,,,
40,02/15/19 04:15:00 PM,12.304,7577.8,,,,
41,02/15/19 04:20:00 PM,12.110,9644.5,,,,
42,02/15/19 04:25:00 PM,12.013,11711.2,,,,
43,02/15/19 04:30:00 PM,11.916,8266.7,,,,
44,02/15/19 04:35:00 PM,11.916,7233.4,,,,
45,02/15/19 04:40:00 PM,11.819,10677.8,,,,
46,02/15/19 04:45:00 PM,12.013,10333.4,,,,
47,02/15/19 04:50:00 PM,11.722,4994.5,,,,
48,02/15/19 04:55:00 PM,11.431,2583.4,,,,
49,02/15/19 05:00:00 PM,11.236,1722.2,,,,
50,02/15/19 05:05:00 PM,11.041,914.9,,,,
51,02/15/19 05:10:00 PM,10.846,1248.6,,,,
52,02/15/19 05:15:00 PM,10.748,1550.0,,,,
53,02/15/19 05:20:00 PM,10.651,828.8,,,,
54,02/15/19 05:25:00 PM,10.063,473.6,,,,
55,02/15/19 05:30:00 PM,9.669,204.5,,,,
56,02/15/19 05:35:00 PM,9.571,75.3,,,,
57,02/15/19 05:40:00 PM,9.275,107.6,,,,
58,02/15/19 05:45:00 PM,9.077,43.1,,,,
59,02/15/19 05:50:00 PM,9.077,0.0,,,,
60,02/15/19 05:55:00 PM,9.077,0.0,,,,
61,02/15/19 06:00:00 PM,9.077,0.0,,,,
62,02/15/19 06:05:00 PM,9.077,0.0,,,,
63,02/15/19 06:10:00 PM,9.077,0.0,,,,
64,02/15/19 06:15:00 PM,9.176,0.0,,,,
65,02/15/19 06:20:00 PM,9.275,0.0,,,,
66,02/15/19 06:25:00 PM,9.373,0.0,,,,
67,02/15/19 06:30:00 PM,9.373,0.0,,,,
68,02/15/19 06:35:00 PM,9.472,0.0,,,,
69,02/15/19 06:40:00 PM,9.373,0.0,,,,
70,02/15/19 06:45:00 PM,9.373,0.0,,,,
71,02/15/19 06:50:00 PM,9.472,0.0,,,,
72,02/15/19 06:55:00 PM,9.373,0.0,,,,
73,02/15/19 07:00:00 PM,9.176,0.0,,,,
74,02/15/19 07:05:00 PM,9.176,0.0,,,,
75,02/15/19 07:10:00 PM,9.077,0.0,,,,
76,02/15/19 07:15:00 PM,8.978,0.0,,,,
77,02/15/19 07:20:00 PM,8.879,0.0,,,,
78,02/15/19 07:25:00 PM,8.779,0.0,,,,
79,02/15/19 07:30:00 PM,8.879,0.0,,,,
80,02/15/19 07:35:00 PM,8.879,0.0,,,,
81,02/15/19 07:40:00 PM,8.978,0.0,,,,
82,02/15/19 07:45:00 PM,8.978,0.0,,,,
83,02/15/19 07:50:00 PM,8.978,0.0,,,,
84,02/15/19 07:55:00 PM,8.978,0.0,,,,
85,02/15/19 08:00:00 PM,9.077,0.0,,,,
86,02/15/19 08:05:00 PM,9.077,0.0,,,,
87,02/15/19 08:10:00 PM,9.077,0.0,,,,
88,02/15/19 08:15:00 PM,9.176,0.0,,,,
89,02/15/19 08:20:00 PM,9.176,0.0,,,,
90,02/15/19 08:25:00 PM,9.275,0.0,,,,
91,02/15/19 08:30:00 PM,9.373,0.0,,,,
92,02/15/19 08:35:00 PM,9.373,0.0,,,,
93,02/15/19 08:40:00 PM,9.472,0.0,,,,
94,02/15/19 08:45:00 PM,9.472,0.0,,,,
95,02/15/19 08:50:00 PM,9.472,0.0,,,,
96,02/15/19 08:55:00 PM,9.472,0.0,,,,
97,02/15/19 09:00:00 PM,9.472,0.0,,,,
98,02/15/19 09:05:00 PM,9.472,0.0,,,,
99,02/15/19 09:10:00 PM,9.472,0.0,,,,
100,02/15/19 09:15:00 PM,9.571,0.0,,,,
101,02/15/19 09:20:00 PM,9.571,0.0,,,,
102,02/15/19 09:25:00 PM,9.472,0.0,,,,
103,02/15/19 09:30:00 PM,9.472,0.0,,,,
104,02/15/19 09:35:00 PM,9.373,0.0,,,,
105,02/15/19 09:40:00 PM,9.373,0.0,,,,
106,02/15/19 09:45:00 PM,9.275,0.0,,,,
107,02/15/19 09:50:00 PM,9.275,0.0,,,,
108,02/15/19 09:55:00 PM,9.176,0.0,,,,
109,02/15/19 10:00:00 PM,9.176,0.0,,,,
110,02/15/19 10:05:00 PM,9.176,0.0,,,,
111,02/15/19 10:10:00 PM,9.077,0.0,,,,
112,02/15/19 10:15:00 PM,8.978,0.0,,,,
113,02/15/19 10:20:00 PM,8.680,0.0,,,,
114,02/15/19 10:25:00 PM,8.680,0.0,,,,
115,02/15/19 10:30:00 PM,8.879,0.0,,,,
116,02/15/19 10:35:00 PM,8.779,0.0,,,,
117,02/15/19 10:40:00 PM,8.779,0.0,,,,
118,02/15/19 10:45:00 PM,8.779,0.0,,,,
119,02/15/19 10:50:00 PM,8.680,0.0,,,,
120,02/15/19 10:55:00 PM,8.680,0.0,,,,
121,02/15/19 11:00:00 PM,8.581,0.0,,,,
122,02/15/19 11:05:00 PM,8.581,0.0,,,,
123,02/15/19 11:10:00 PM,8.581,0.0,,,,
124,02/15/19 11:15:00 PM,8.481,0.0,,,,
125,02/15/19 11:20:00 PM,8.481,0.0,,,,
126,02/15/19 11:25:00 PM,8.581,0.0,,,,
127,02/15/19 11:30:00 PM,8.680,0.0,,,,
128,02/15/19 11:35:00 PM,8.680,0.0,,,,
129,02/15/19 11:40:00 PM,8.581,0.0,,,,
130,02/15/19 11:45:00 PM,8.680,0.0,,,,
131,02/15/19 11:50:00 PM,8.680,0.0,,,,
132,02/15/19 11:55:00 PM,8.581,0.0,,,,
133,02/16/19 12:00:00 AM,8.481,0.0,,,,
134,02/16/19 12:05:00 AM,8.282,0.0,,,,
135,02/16/19 12:10:00 AM,8.382,0.0,,,,
136,02/16/19 12:15:00 AM,8.481,0.0,,,,
137,02/16/19 12:20:00 AM,8.382,0.0,,,,
138,02/16/19 12:25:00 AM,8.382,0.0,,,,
139,02/16/19 12:30:00 AM,8.282,0.0,,,,
140,02/16/19 12:35:00 AM,8.382,0.0,,,,
141,02/16/19 12:40:00 AM,8.382,0.0,,,,
142,02/16/19 12:45:00 AM,8.382,0.0,,,,
143,02/16/19 12:50:00 AM,8.382,0.0,,,,
144,02/16/19 12:55:00 AM,8.382,0.0,,,,
145,02/16/19 01:00:00 AM,8.382,0.0,,,,
146,02/16/19 01:05:00 AM,8.382,0.0,,,,
147,02/16/19 01:10:00 AM,8.282,0.0,,,,
148,02/16/19 01:15:00 AM,8.182,0.0,,,,
149,02/16/19 01:20:00 AM,8.182,0.0,,,,
150,02/16/19 01:25:00 AM,8.182,0.0,,,,
151,02/16/19 01:30:00 AM,8.182,0.0,,,,
152,02/16/19 01:35:00 AM,8.182,0.0,,,,
153,02/16/19 01:40:00 AM,8.182,0.0,,,,
154,02/16/19 01:45:00 AM,8.182,0.0,,,,
155,02/16/19 01:50:00 AM,8.082,0.0,,,,
156,02/16/19 01:55:00 AM,7.882,0.0,,,,
157,02/16/19 02:00:00 AM,7.782,0.0,,,,
158,02/16/19 02:05:00 AM,7.782,0.0,,,,
159,02/16/19 02:10:00 AM,7.882,0.0,,,,
160,02/16/19 02:15:00 AM,7.882,0.0,,,,
161,02/16/19 02:20:00 AM,7.782,0.0,,,,
162,02/16/19 02:25:00 AM,7.582,0.0,,,,
163,02/16/19 02:30:00 AM,7.481,0.0,,,,
164,02/16/19 02:35:00 AM,7.280,0.0,,,,
165,02/16/19 02:40:00 AM,7.179,0.0,,,,
166,02/16/19 02:45:00 AM,7.079,0.0,,,,
167,02/16/19 02:50:00 AM,7.079,0.0,,,,
168,02/16/19 02:55:00 AM,6.978,0.0,,,,
169,02/16/19 03:00:00 AM,6.978,0.0,,,,
170,02/16/19 03:05:00 AM,7.079,0.0,,,,
171,02/16/19 03:10:00 AM,6.775,0.0,,,,
172,02/16/19 03:15:00 AM,6.166,0.0,,,,
173,02/16/19 03:20:00 AM,5.655,0.0,,,,
174,02/16/19 03:25:00 AM,5.450,0.0,,,,
175,02/16/19 03:30:00 AM,5.244,0.0,,,,
176,02/16/19 03:35:00 AM,4.831,0.0,,,,
177,02/16/19 03:40:00 AM,4.102,0.0,,,,
178,02/16/19 03:45:00 AM,4.102,0.0,,,,
179,02/16/19 03:50:00 AM,3.893,0.0,,,,
180,02/16/19 03:55:00 AM,3.788,0.0,,,,
181,02/16/19 04:00:00 AM,3.367,0.0,,,,
182,02/16/19 04:05:00 AM,3.788,0.0,,,,
183,02/16/19 04:10:00 AM,3.998,0.0,,,,
184,02/16/19 04:15:00 AM,3.788,0.0,,,,
185,02/16/19 04:20:00 AM,2.943,0.0,,,,
186,02/16/19 04:25:00 AM,2.730,0.0,,,,
187,02/16/19 04:30:00 AM,2.730,0.0,,,,
188,02/16/19 04:35:00 AM,2.943,0.0,,,,
189,02/16/19 04:40:00 AM,2.730,0.0,,,,
190,02/16/19 04:45:00 AM,2.624,0.0,,,,
191,02/16/19 04:50:00 AM,2.837,0.0,,,,
192,02/16/19 04:55:00 AM,2.303,0.0,,,,
193,02/16/19 05:00:00 AM,2.517,0.0,,,,
194,02/16/19 05:05:00 AM,2.624,0.0,,,,
195,02/16/19 05:10:00 AM,2.730,0.0,,,,
196,02/16/19 05:15:00 AM,2.517,0.0,,,,
197,02/16/19 05:20:00 AM,2.517,0.0,,,,
198,02/16/19 05:25:00 AM,2.730,0.0,,,,
199,02/16/19 05:30:00 AM,2.730,0.0,,,,
200,02/16/19 05:35:00 AM,2.624,0.0,,,,
201,02/16/19 05:40:00 AM,2.517,0.0,,,,
202,02/16/19 05:45:00 AM,2.943,0.0,,,,
203,02/16/19 05:50:00 AM,3.261,0.0,,,,
204,02/16/19 05:55:00 AM,2.837,0.0,,,,
205,02/16/19 06:00:00 AM,2.303,0.0,,,,
206,02/16/19 06:05:00 AM,2.195,0.0,,,,
207,02/16/19 06:10:00 AM,1.764,0.0,,,,
208,02/16/19 06:15:00 AM,1.872,0.0,,,,
209,02/16/19 06:20:00 AM,1.656,21.5,,,,
210,02/16/19 06:25:00 AM,1.330,96.9,,,,
211,02/16/19 06:30:00 AM,1.221,258.3,,,,
212,02/16/19 06:35:00 AM,1.221,592.0,,,,
213,02/16/19 06:40:00 AM,1.439,968.8,,,,
214,02/16/19 06:45:00 AM,1.330,1280.9,,,,
215,02/16/19 06:50:00 AM,1.439,1550.0,,,,
216,02/16/19 06:55:00 AM,1.872,1894.5,,,,
217,02/16/19 07:00:00 AM,2.195,2152.8,,,,
218,02/16/19 07:05:00 AM,2.195,2325.0,,,,
219,02/16/19 07:10:00 AM,1.872,2583.4,,,,
220,02/16/19 07:15:00 AM,2.195,2755.6,,,,
221,02/16/19 07:20:00 AM,2.730,2927.8,,,,
222,02/16/19 07:25:00 AM,2.624,3100.0,,,,
223,02/16/19 07:30:00 AM,2.088,3272.2,,,,
224,02/16/19 07:35:00 AM,2.088,3272.2,,,,
225,02/16/19 07:40:00 AM,2.410,3444.5,,,,
226,02/16/19 07:45:00 AM,2.730,3616.7,,,,
227,02/16/19 07:50:00 AM,2.730,3616.7,,,,
228,02/16/19 07:55:00 AM,2.837,3788.9,,,,
229,02/16/19 08:00:00 AM,2.837,3961.1,,,,
230,02/16/19 08:05:00 AM,2.837,4133.4,,,,
231,02/16/19 08:10:00 AM,2.837,4305.6,,,,
232,02/16/19 08:15:00 AM,3.155,4822.3,,,,
233,02/16/19 08:20:00 AM,6.775,17911.2,,,,
234,02/16/19 08:25:00 AM,11.236,19977.9,,,,
235,02/16/19 08:30:00 AM,12.883,21355.7,,,,
236,02/16/19 08:35:00 AM,14.804,22044.6,,,,
237,02/16/19 08:40:00 AM,16.237,24800.2,,,,
238,02/16/19 08:45:00 AM,16.713,28933.5,,,,
239,02/16/19 08:50:00 AM,15.473,33066.9,,,,
240,02/16/19 08:55:00 AM,16.332,38578.0,,,,
241,02/16/19 09:00:00 AM,17.950,44089.2,,,,
242,02/16/19 09:05:00 AM,17.570,49600.3,,,,
243,02/16/19 09:10:00 AM,17.570,57867.0,,,,
244,02/16/19 09:15:00 AM,18.996,63378.2,,,,
245,02/16/19 09:20:00 AM,18.236,68889.3,,,,
246,02/16/19 09:25:00 AM,18.426,77156.1,,,,
247,02/16/19 09:30:00 AM,19.662,77156.1,,,,
248,02/16/19 09:35:00 AM,19.377,79911.6,,,,
249,02/16/19 09:40:00 AM,20.519,82667.2,,,,
250,02/16/19 09:45:00 AM,20.424,85422.8,,,,
251,02/16/19 09:50:00 AM,20.805,88178.4,,,,
252,02/16/19 09:55:00 AM,21.282,88178.4,,,,
253,02/16/19 10:00:00 AM,21.473,93689.5,,,,
254,02/16/19 10:05:00 AM,21.091,93689.5,,,,
255,02/16/19 10:10:00 AM,22.046,99200.7,,,,
256,02/16/19 10:15:00 AM,21.282,104711.8,,,,
257,02/16/19 10:20:00 AM,22.908,110223.0,,,,
258,02/16/19 10:25:00 AM,23.581,110223.0,,,,
259,02/16/19 10:30:00 AM,23.677,115734.1,,,,
260,02/16/19 10:35:00 AM,23.677,121245.2,,,,
261,02/16/19 10:40:00 AM,23.869,121245.2,,,,
262,02/16/19 10:45:00 AM,24.448,121245.2,,,,
263,02/16/19 10:50:00 AM,24.835,126756.4,,,,
264,02/16/19 10:55:00 AM,24.738,126756.4,,,,
265,02/16/19 11:00:00 AM,25.513,126756.4,,,,
266,02/16/19 11:05:00 AM,26.195,132267.5,,,,
267,02/16/19 11:10:00 AM,26.097,132267.5,,,,
268,02/16/19 11:15:00 AM,26.488,132267.5,,,,
269,02/16/19 11:20:00 AM,26.195,132267.5,,,,
270,02/16/19 11:25:00 AM,28.258,137778.7,,,,
271,02/16/19 11:30:00 AM,28.853,137778.7,,,,
272,02/16/19 11:35:00 AM,27.567,137778.7,,,,
273,02/16/19 11:40:00 AM,29.053,132267.5,,,,
274,02/16/19 11:45:00 AM,29.953,143289.8,,,,
275,02/16/19 11:50:00 AM,28.754,137778.7,,,,
276,02/16/19 11:55:00 AM,27.173,137778.7,,,,
277,02/16/19 12:00:00 PM,26.000,52355.9,,,,
278,02/16/19 12:05:00 PM,27.272,137778.7,,,,
279,02/16/19 12:10:00 PM,28.258,137778.7,,,,
280,02/16/19 12:15:00 PM,29.252,137778.7,,,,
281,02/16/19 12:20:00 PM,28.655,137778.7,,,,
282,02/16/19 12:25:00 PM,27.370,137778.7,,,,
283,02/16/19 12:30:00 PM,29.252,132267.5,,,,
284,02/16/19 12:35:00 PM,27.764,137778.7,,,,
285,02/16/19 12:40:00 PM,27.370,132267.5,,,,
286,02/16/19 12:45:00 PM,27.468,137778.7,,,,
287,02/16/19 12:50:00 PM,26.781,132267.5,,,,
288,02/16/19 12:55:00 PM,26.097,132267.5,,,,
289,02/16/19 01:00:00 PM,27.075,126756.4,,,,
290,02/16/19 01:05:00 PM,27.665,126756.4,,,,
291,02/16/19 01:10:00 PM,25.805,38578.0,,,,
292,02/16/19 01:15:00 PM,22.717,132267.5,,,,
293,02/16/19 01:20:00 PM,25.319,121245.2,,,,
294,02/16/19 01:25:00 PM,25.222,121245.2,,,,
295,02/16/19 01:30:00 PM,27.567,121245.2,,,,
296,02/16/19 01:35:00 PM,26.000,115734.1,,,,
297,02/16/19 01:40:00 PM,24.641,115734.1,,,,
298,02/16/19 01:45:00 PM,25.319,115734.1,,,,
299,02/16/19 01:50:00 PM,24.641,115734.1,,,,
300,02/16/19 01:55:00 PM,24.351,110223.0,,,,
301,02/16/19 02:00:00 PM,23.869,104711.8,,,,
302,02/16/19 02:05:00 PM,25.125,104711.8,,,,
303,02/16/19 02:10:00 PM,25.125,115734.1,,,,
304,02/16/19 02:15:00 PM,25.125,110223.0,,,,
305,02/16/19 02:20:00 PM,21.664,22044.6,,,,
306,02/16/19 02:25:00 PM,16.332,30311.3,,,,
307,02/16/19 02:30:00 PM,17.760,27555.7,,,,
308,02/16/19 02:35:00 PM,16.237,33066.9,,,,
309,02/16/19 02:40:00 PM,20.234,104711.8,,,,
310,02/16/19 02:45:00 PM,18.806,28933.5,,,,
311,02/16/19 02:50:00 PM,16.237,30311.3,,,,
312,02/16/19 02:55:00 PM,15.473,39955.8,,,,
313,02/16/19 03:00:00 PM,18.996,39955.8,,,,
314,02/16/19 03:05:00 PM,19.853,68889.3,,,,
315,02/16/19 03:10:00 PM,21.187,55111.5,,,,
316,02/16/19 03:15:00 PM,22.142,49600.3,,,,
317,02/16/19 03:20:00 PM,22.238,46844.8,,,,
318,02/16/19 03:25:00 PM,21.855,35822.5,,,,
319,02/16/19 03:30:00 PM,20.043,26178.0,,,,
320,02/16/19 03:35:00 PM,18.521,24800.2,,,,
321,02/16/19 03:40:00 PM,18.140,18600.1,,,,
322,02/16/19 03:45:00 PM,17.475,17222.3,,,,
323,02/16/19 03:50:00 PM,16.903,16533.4,,,,
324,02/16/19 03:55:00 PM,16.427,14466.8,,,,
325,02/16/19 04:00:00 PM,16.046,14466.8,,,,
326,02/16/19 04:05:00 PM,15.951,14466.8,,,,
327,02/16/19 04:10:00 PM,15.855,14466.8,,,,
328,02/16/19 04:15:00 PM,15.855,11711.2,,,,
329,02/16/19 04:20:00 PM,15.091,10677.8,,,,
330,02/16/19 04:25:00 PM,14.804,9644.5,,,,
331,02/16/19 04:30:00 PM,14.517,8266.7,,,,
332,02/16/19 04:35:00 PM,14.134,7577.8,,,,
333,02/16/19 04:40:00 PM,14.421,7577.8,,,,
334,02/16/19 04:45:00 PM,14.134,7577.8,,,,
335,02/16/19 04:50:00 PM,13.365,7233.4,,,,
336,02/16/19 04:55:00 PM,12.690,6544.5,,,,
337,02/16/19 05:00:00 PM,12.497,5511.1,,,,
338,02/16/19 05:05:00 PM,12.013,5166.7,,,,
339,02/16/19 05:10:00 PM,11.431,4650.0,,,,
340,02/16/19 05:15:00 PM,10.944,3788.9,,,,
341,02/16/19 05:20:00 PM,10.063,2411.1,,,,
342,02/16/19 05:25:00 PM,9.373,1894.5,,,,
343,02/16/19 05:30:00 PM,8.978,1463.9,,,,
344,02/16/19 05:35:00 PM,8.680,925.7,,,,
345,02/16/19 05:40:00 PM,8.182,527.4,,,,
346,02/16/19 05:45:00 PM,7.882,247.6,,,,
347,02/16/19 05:50:00 PM,7.682,96.9,,,,
348,02/16/19 05:55:00 PM,7.280,21.5,,,,
349,02/16/19 06:00:00 PM,6.674,0.0,,,,
350,02/16/19 06:05:00 PM,6.573,0.0,,,,
351,02/16/19 06:10:00 PM,6.370,0.0,,,,
352,02/16/19 06:15:00 PM,6.166,0.0,,,,
353,02/16/19 06:20:00 PM,5.860,0.0,,,,
354,02/16/19 06:25:00 PM,5.962,0.0,,,,
355,02/16/19 06:30:00 PM,5.860,0.0,,,,
356,02/16/19 06:35:00 PM,5.347,0.0,,,,
357,02/16/19 06:40:00 PM,5.141,0.0,,,,
358,02/16/19 06:45:00 PM,5.244,0.0,,,,
359,02/16/19 06:50:00 PM,5.860,0.0,,,,
360,02/16/19 06:55:00 PM,5.757,0.0,,,,
361,02/16/19 07:00:00 PM,6.471,0.0,,,,
362,02/16/19 07:05:00 PM,6.674,0.0,,,,
363,02/16/19 07:10:00 PM,6.674,0.0,,,,
364,02/16/19 07:15:00 PM,6.268,0.0,,,,
365,02/16/19 07:20:00 PM,6.166,0.0,,,,
366,02/16/19 07:25:00 PM,6.064,0.0,,,,
367,02/16/19 07:30:00 PM,6.166,0.0,,,,
368,02/16/19 07:35:00 PM,5.860,0.0,,,,
369,02/16/19 07:40:00 PM,5.757,0.0,,,,
370,02/16/19 07:45:00 PM,6.166,0.0,,,,
371,02/16/19 07:50:00 PM,6.877,0.0,,,,
372,02/16/19 07:55:00 PM,7.179,0.0,,,,
373,02/16/19 08:00:00 PM,7.582,0.0,,,,
374,02/16/19 08:05:00 PM,7.983,0.0,,,,
375,02/16/19 08:10:00 PM,8.282,0.0,,,,
376,02/16/19 08:15:00 PM,7.882,0.0,,,,
377,02/16/19 08:20:00 PM,8.182,0.0,,,,
378,02/16/19 08:25:00 PM,8.481,0.0,,,,
379,02/16/19 08:30:00 PM,8.680,0.0,,,,
380,02/16/19 08:35:00 PM,8.680,0.0,,,,
381,02/16/19 08:40:00 PM,8.182,0.0,,,,
382,02/16/19 08:45:00 PM,7.782,0.0,,,,
383,02/16/19 08:50:00 PM,7.179,0.0,,,,
384,02/16/19 08:55:00 PM,7.179,0.0,,,,
385,02/16/19 09:00:00 PM,7.179,0.0,,,,
386,02/16/19 09:05:00 PM,7.179,0.0,,,,
387,02/16/19 09:10:00 PM,6.978,0.0,,,,
388,02/16/19 09:15:00 PM,6.978,0.0,,,,
389,02/16/19 09:20:00 PM,6.877,0.0,,,,
390,02/16/19 09:25:00 PM,6.978,0.0,,,,
391,02/16/19 09:30:00 PM,6.978,0.0,,,,
392,02/16/19 09:35:00 PM,6.877,0.0,,,,
393,02/16/19 09:40:00 PM,6.573,0.0,,,,
394,02/16/19 09:45:00 PM,6.573,0.0,,,,
395,02/16/19 09:50:00 PM,6.370,0.0,,,,
396,02/16/19 09:55:00 PM,6.370,0.0,,,,
397,02/16/19 10:00:00 PM,6.370,0.0,,,,
398,02/16/19 10:05:00 PM,6.370,0.0,,,,
399,02/16/19 10:10:00 PM,6.166,0.0,,,,
400,02/16/19 10:15:00 PM,5.860,0.0,,,,
401,02/16/19 10:20:00 PM,5.860,0.0,,,,
402,02/16/19 10:25:00 PM,5.962,0.0,,,,
403,02/16/19 10:30:00 PM,5.962,0.0,,,,
404,02/16/19 10:35:00 PM,5.757,0.0,,,,
405,02/16/19 10:40:00 PM,5.757,0.0,,,,
406,02/16/19 10:45:00 PM,5.860,0.0,,,,
407,02/16/19 10:50:00 PM,5.962,0.0,,,,
408,02/16/19 10:55:00 PM,5.757,0.0,,,,
409,02/16/19 11:00:00 PM,5.655,0.0,,,,
410,02/16/19 11:05:00 PM,5.860,0.0,,,,
411,02/16/19 11:10:00 PM,6.064,0.0,,,,
412,02/16/19 11:15:00 PM,5.860,0.0,,,,
413,02/16/19 11:20:00 PM,5.552,0.0,,,,
414,02/16/19 11:25:00 PM,5.347,0.0,,,,
415,02/16/19 11:30:00 PM,5.244,0.0,,,,
416,02/16/19 11:35:00 PM,5.141,0.0,,,,
417,02/16/19 11:40:00 PM,5.037,0.0,,,,
418,02/16/19 11:45:00 PM,5.141,0.0,,,,
419,02/16/19 11:50:00 PM,5.037,0.0,,,,
420,02/16/19 11:55:00 PM,4.727,0.0,,,,
421,02/17/19 12:00:00 AM,4.415,0.0,,,,
422,02/17/19 12:05:00 AM,4.415,0.0,,,,
423,02/17/19 12:10:00 AM,4.519,0.0,,,,
424,02/17/19 12:15:00 AM,4.415,0.0,,,,
425,02/17/19 12:20:00 AM,4.311,0.0,,,,
426,02/17/19 12:25:00 AM,4.207,0.0,,,,
427,02/17/19 12:30:00 AM,4.102,0.0,,,,
428,02/17/19 12:35:00 AM,4.207,0.0,,,,
429,02/17/19 12:40:00 AM,4.207,0.0,,,,
430,02/17/19 12:45:00 AM,4.207,0.0,,,,
431,02/17/19 12:50:00 AM,4.102,0.0,,,,
432,02/17/19 12:55:00 AM,4.102,0.0,,,,
433,02/17/19 01:00:00 AM,3.893,0.0,,,,
434,02/17/19 01:05:00 AM,3.788,0.0,,,,
435,02/17/19 01:10:00 AM,3.683,0.0,,,,
436,02/17/19 01:15:00 AM,3.578,0.0,,,,
437,02/17/19 01:20:00 AM,3.578,0.0,,,,
438,02/17/19 01:25:00 AM,3.683,0.0,,,,
439,02/17/19 01:30:00 AM,3.578,0.0,,,,
440,02/17/19 01:35:00 AM,3.578,0.0,,,,
441,02/17/19 01:40:00 AM,3.578,0.0,,,,
442,02/17/19 01:45:00 AM,3.683,0.0,,,,
443,02/17/19 01:50:00 AM,4.102,0.0,,,,
444,02/17/19 01:55:00 AM,3.683,0.0,,,,
445,02/17/19 02:00:00 AM,3.472,0.0,,,,
446,02/17/19 02:05:00 AM,3.261,0.0,,,,
447,02/17/19 02:10:00 AM,2.943,0.0,,,,
448,02/17/19 02:15:00 AM,3.049,0.0,,,,
449,02/17/19 02:20:00 AM,3.049,0.0,,,,
450,02/17/19 02:25:00 AM,2.410,0.0,,,,
451,02/17/19 02:30:00 AM,1.980,0.0,,,,
452,02/17/19 02:35:00 AM,2.195,0.0,,,,
453,02/17/19 02:40:00 AM,1.764,0.0,,,,
454,02/17/19 02:45:00 AM,1.439,0.0,,,,
455,02/17/19 02:50:00 AM,1.112,0.0,,,,
456,02/17/19 02:55:00 AM,1.439,0.0,,,,
457,02/17/19 03:00:00 AM,1.980,0.0,,,,
458,02/17/19 03:05:00 AM,1.980,0.0,,,,
459,02/17/19 03:10:00 AM,1.656,0.0,,,,
460,02/17/19 03:15:00 AM,1.764,0.0,,,,
461,02/17/19 03:20:00 AM,1.548,0.0,,,,
462,02/17/19 03:25:00 AM,1.330,0.0,,,,
463,02/17/19 03:30:00 AM,1.548,0.0,,,,
464,02/17/19 03:35:00 AM,2.195,0.0,,,,
