"Plot Title: table4_KW_2_15_19"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20400598, SEN S/N: 20400598, LBL: Temperature)","Intensity, Lux (LGR S/N: 20400598, SEN S/N: 20400598, LBL: Light Intensity)","Coupler Attached (LGR S/N: 20400598)","Coupler Detached (LGR S/N: 20400598)","Host Connected (LGR S/N: 20400598)","Stopped (LGR S/N: 20400598)","End Of File (LGR S/N: 20400598)"
1,02/15/19 01:00:00 PM,22.333,137778.7,,,,,
2,02/15/19 01:05:00 PM,19.853,44089.2,,,,,
3,02/15/19 01:10:00 PM,18.236,49600.3,,,,,
4,02/15/19 01:15:00 PM,17.189,42711.4,,,,,
5,02/15/19 01:20:00 PM,16.713,27555.7,,,,,
6,02/15/19 01:25:00 PM,17.475,68889.3,,,,,
7,02/15/19 01:30:00 PM,17.855,38578.0,,,,,
8,02/15/19 01:35:00 PM,19.092,63378.2,,,,,
9,02/15/19 01:40:00 PM,19.187,68889.3,,,,,
10,02/15/19 01:45:00 PM,19.377,44089.2,,,,,
11,02/15/19 01:50:00 PM,17.760,49600.3,,,,,
12,02/15/19 01:55:00 PM,20.043,148801.0,,,,,
13,02/15/19 02:00:00 PM,19.282,60622.6,,,,,
14,02/15/19 02:05:00 PM,20.805,55111.5,,,,,
15,02/15/19 02:10:00 PM,21.091,104711.8,,,,,
16,02/15/19 02:15:00 PM,20.615,71644.9,,,,,
17,02/15/19 02:20:00 PM,18.331,49600.3,,,,,
18,02/15/19 02:25:00 PM,17.189,30311.3,,,,,
19,02/15/19 02:30:00 PM,16.237,33066.9,,,,,
20,02/15/19 02:35:00 PM,16.618,52355.9,,,,,
21,02/15/19 02:40:00 PM,16.808,39955.8,,,,,
22,02/15/19 02:45:00 PM,17.475,93689.5,,,,,
23,02/15/19 02:50:00 PM,20.710,93689.5,,,,,
24,02/15/19 02:55:00 PM,19.567,79911.6,,,,,
25,02/15/19 03:00:00 PM,18.901,71644.9,,,,,
26,02/15/19 03:05:00 PM,19.377,66133.8,,,,,
27,02/15/19 03:10:00 PM,18.236,42711.4,,,,,
28,02/15/19 03:15:00 PM,16.999,37200.2,,,,,
29,02/15/19 03:20:00 PM,16.808,52355.9,,,,,
30,02/15/19 03:25:00 PM,16.332,20666.8,,,,,
31,02/15/19 03:30:00 PM,14.613,19977.9,,,,,
32,02/15/19 03:35:00 PM,14.038,16533.4,,,,,
33,02/15/19 03:40:00 PM,14.038,17222.3,,,,,
34,02/15/19 03:45:00 PM,13.173,15844.5,,,,,
35,02/15/19 03:50:00 PM,13.076,14466.8,,,,,
36,02/15/19 03:55:00 PM,13.076,22044.6,,,,,
37,02/15/19 04:00:00 PM,13.365,16533.4,,,,,
38,02/15/19 04:05:00 PM,13.076,13777.9,,,,,
39,02/15/19 04:10:00 PM,12.883,16533.4,,,,,
40,02/15/19 04:15:00 PM,12.304,7233.4,,,,,
41,02/15/19 04:20:00 PM,12.110,8611.2,,,,,
42,02/15/19 04:25:00 PM,12.013,11022.3,,,,,
43,02/15/19 04:30:00 PM,11.916,7233.4,,,,,
44,02/15/19 04:35:00 PM,11.916,6544.5,,,,,
45,02/15/19 04:40:00 PM,11.916,9644.5,,,,,
46,02/15/19 04:45:00 PM,12.013,8611.2,,,,,
47,02/15/19 04:50:00 PM,11.722,4477.8,,,,,
48,02/15/19 04:55:00 PM,11.431,2325.0,,,,,
49,02/15/19 05:00:00 PM,11.139,1636.1,,,,,
50,02/15/19 05:05:00 PM,10.944,818.1,,,,,
51,02/15/19 05:10:00 PM,10.846,1119.5,,,,,
52,02/15/19 05:15:00 PM,10.748,1463.9,,,,,
53,02/15/19 05:20:00 PM,10.651,721.2,,,,,
54,02/15/19 05:25:00 PM,10.063,441.3,,,,,
55,02/15/19 05:30:00 PM,9.669,172.2,,,,,
56,02/15/19 05:35:00 PM,9.472,75.3,,,,,
57,02/15/19 05:40:00 PM,9.275,96.9,,,,,
58,02/15/19 05:45:00 PM,9.077,32.3,,,,,
59,02/15/19 05:50:00 PM,9.077,0.0,,,,,
60,02/15/19 05:55:00 PM,8.978,0.0,,,,,
61,02/15/19 06:00:00 PM,8.978,0.0,,,,,
62,02/15/19 06:05:00 PM,8.978,0.0,,,,,
63,02/15/19 06:10:00 PM,9.077,0.0,,,,,
64,02/15/19 06:15:00 PM,9.077,0.0,,,,,
65,02/15/19 06:20:00 PM,9.176,0.0,,,,,
66,02/15/19 06:25:00 PM,9.275,0.0,,,,,
67,02/15/19 06:30:00 PM,9.373,10.8,,,,,
68,02/15/19 06:35:00 PM,9.373,0.0,,,,,
69,02/15/19 06:40:00 PM,9.275,0.0,,,,,
70,02/15/19 06:45:00 PM,9.275,0.0,,,,,
71,02/15/19 06:50:00 PM,9.373,0.0,,,,,
72,02/15/19 06:55:00 PM,9.275,0.0,,,,,
73,02/15/19 07:00:00 PM,9.176,0.0,,,,,
74,02/15/19 07:05:00 PM,9.077,0.0,,,,,
75,02/15/19 07:10:00 PM,8.978,0.0,,,,,
76,02/15/19 07:15:00 PM,8.879,0.0,,,,,
77,02/15/19 07:20:00 PM,8.779,0.0,,,,,
78,02/15/19 07:25:00 PM,8.680,0.0,,,,,
79,02/15/19 07:30:00 PM,8.779,0.0,,,,,
80,02/15/19 07:35:00 PM,8.779,0.0,,,,,
81,02/15/19 07:40:00 PM,8.879,0.0,,,,,
82,02/15/19 07:45:00 PM,8.879,0.0,,,,,
83,02/15/19 07:50:00 PM,8.879,0.0,,,,,
84,02/15/19 07:55:00 PM,8.978,0.0,,,,,
85,02/15/19 08:00:00 PM,8.978,0.0,,,,,
86,02/15/19 08:05:00 PM,8.978,0.0,,,,,
87,02/15/19 08:10:00 PM,8.978,0.0,,,,,
88,02/15/19 08:15:00 PM,9.077,0.0,,,,,
89,02/15/19 08:20:00 PM,9.176,0.0,,,,,
90,02/15/19 08:25:00 PM,9.176,0.0,,,,,
91,02/15/19 08:30:00 PM,9.275,0.0,,,,,
92,02/15/19 08:35:00 PM,9.275,0.0,,,,,
93,02/15/19 08:40:00 PM,9.373,0.0,,,,,
94,02/15/19 08:45:00 PM,9.373,0.0,,,,,
95,02/15/19 08:50:00 PM,9.373,0.0,,,,,
96,02/15/19 08:55:00 PM,9.373,0.0,,,,,
97,02/15/19 09:00:00 PM,9.373,0.0,,,,,
98,02/15/19 09:05:00 PM,9.373,0.0,,,,,
99,02/15/19 09:10:00 PM,9.373,0.0,,,,,
100,02/15/19 09:15:00 PM,9.472,0.0,,,,,
101,02/15/19 09:20:00 PM,9.472,0.0,,,,,
102,02/15/19 09:25:00 PM,9.373,0.0,,,,,
103,02/15/19 09:30:00 PM,9.373,0.0,,,,,
104,02/15/19 09:35:00 PM,9.373,0.0,,,,,
105,02/15/19 09:40:00 PM,9.275,0.0,,,,,
106,02/15/19 09:45:00 PM,9.275,0.0,,,,,
107,02/15/19 09:50:00 PM,9.176,0.0,,,,,
108,02/15/19 09:55:00 PM,9.077,0.0,,,,,
109,02/15/19 10:00:00 PM,9.077,0.0,,,,,
110,02/15/19 10:05:00 PM,9.077,0.0,,,,,
111,02/15/19 10:10:00 PM,8.978,0.0,,,,,
112,02/15/19 10:15:00 PM,8.879,0.0,,,,,
113,02/15/19 10:20:00 PM,8.481,0.0,,,,,
114,02/15/19 10:25:00 PM,8.481,0.0,,,,,
115,02/15/19 10:30:00 PM,8.680,0.0,,,,,
116,02/15/19 10:35:00 PM,8.680,0.0,,,,,
117,02/15/19 10:40:00 PM,8.680,0.0,,,,,
118,02/15/19 10:45:00 PM,8.581,0.0,,,,,
119,02/15/19 10:50:00 PM,8.581,0.0,,,,,
120,02/15/19 10:55:00 PM,8.581,0.0,,,,,
121,02/15/19 11:00:00 PM,8.481,0.0,,,,,
122,02/15/19 11:05:00 PM,8.481,0.0,,,,,
123,02/15/19 11:10:00 PM,8.481,0.0,,,,,
124,02/15/19 11:15:00 PM,8.382,0.0,,,,,
125,02/15/19 11:20:00 PM,8.382,0.0,,,,,
126,02/15/19 11:25:00 PM,8.481,0.0,,,,,
127,02/15/19 11:30:00 PM,8.481,0.0,,,,,
128,02/15/19 11:35:00 PM,8.481,0.0,,,,,
129,02/15/19 11:40:00 PM,8.481,0.0,,,,,
130,02/15/19 11:45:00 PM,8.481,0.0,,,,,
131,02/15/19 11:50:00 PM,8.581,0.0,,,,,
132,02/15/19 11:55:00 PM,8.481,0.0,,,,,
133,02/16/19 12:00:00 AM,8.382,0.0,,,,,
134,02/16/19 12:05:00 AM,8.182,0.0,,,,,
135,02/16/19 12:10:00 AM,8.282,0.0,,,,,
136,02/16/19 12:15:00 AM,8.382,0.0,,,,,
137,02/16/19 12:20:00 AM,8.282,0.0,,,,,
138,02/16/19 12:25:00 AM,8.282,0.0,,,,,
139,02/16/19 12:30:00 AM,8.182,0.0,,,,,
140,02/16/19 12:35:00 AM,8.282,0.0,,,,,
141,02/16/19 12:40:00 AM,8.282,0.0,,,,,
142,02/16/19 12:45:00 AM,8.282,0.0,,,,,
143,02/16/19 12:50:00 AM,8.282,0.0,,,,,
144,02/16/19 12:55:00 AM,8.282,0.0,,,,,
145,02/16/19 01:00:00 AM,8.282,0.0,,,,,
146,02/16/19 01:05:00 AM,8.282,0.0,,,,,
147,02/16/19 01:10:00 AM,8.182,0.0,,,,,
148,02/16/19 01:15:00 AM,8.182,0.0,,,,,
149,02/16/19 01:20:00 AM,8.082,0.0,,,,,
150,02/16/19 01:25:00 AM,8.082,0.0,,,,,
151,02/16/19 01:30:00 AM,8.082,0.0,,,,,
152,02/16/19 01:35:00 AM,8.082,0.0,,,,,
153,02/16/19 01:40:00 AM,8.082,0.0,,,,,
154,02/16/19 01:45:00 AM,8.082,0.0,,,,,
155,02/16/19 01:50:00 AM,7.983,0.0,,,,,
156,02/16/19 01:55:00 AM,7.782,0.0,,,,,
157,02/16/19 02:00:00 AM,7.682,0.0,,,,,
158,02/16/19 02:05:00 AM,7.682,0.0,,,,,
159,02/16/19 02:10:00 AM,7.782,0.0,,,,,
160,02/16/19 02:15:00 AM,7.782,0.0,,,,,
161,02/16/19 02:20:00 AM,7.682,0.0,,,,,
162,02/16/19 02:25:00 AM,7.481,0.0,,,,,
163,02/16/19 02:30:00 AM,7.381,0.0,,,,,
164,02/16/19 02:35:00 AM,7.179,0.0,,,,,
165,02/16/19 02:40:00 AM,7.079,0.0,,,,,
166,02/16/19 02:45:00 AM,6.978,0.0,,,,,
167,02/16/19 02:50:00 AM,6.877,0.0,,,,,
168,02/16/19 02:55:00 AM,6.775,0.0,,,,,
169,02/16/19 03:00:00 AM,6.775,0.0,,,,,
170,02/16/19 03:05:00 AM,6.877,0.0,,,,,
171,02/16/19 03:10:00 AM,6.573,0.0,,,,,
172,02/16/19 03:15:00 AM,5.860,0.0,,,,,
173,02/16/19 03:20:00 AM,5.450,0.0,,,,,
174,02/16/19 03:25:00 AM,5.141,0.0,,,,,
175,02/16/19 03:30:00 AM,4.727,0.0,,,,,
176,02/16/19 03:35:00 AM,4.415,0.0,,,,,
177,02/16/19 03:40:00 AM,3.788,0.0,,,,,
178,02/16/19 03:45:00 AM,3.893,0.0,,,,,
179,02/16/19 03:50:00 AM,3.893,0.0,,,,,
180,02/16/19 03:55:00 AM,3.893,0.0,,,,,
181,02/16/19 04:00:00 AM,3.472,0.0,,,,,
182,02/16/19 04:05:00 AM,3.578,0.0,,,,,
183,02/16/19 04:10:00 AM,3.788,0.0,,,,,
184,02/16/19 04:15:00 AM,3.788,0.0,,,,,
185,02/16/19 04:20:00 AM,3.578,0.0,,,,,
186,02/16/19 04:25:00 AM,3.367,0.0,,,,,
187,02/16/19 04:30:00 AM,2.730,0.0,,,,,
188,02/16/19 04:35:00 AM,3.049,0.0,,,,,
189,02/16/19 04:40:00 AM,3.155,0.0,,,,,
190,02/16/19 04:45:00 AM,3.049,0.0,,,,,
191,02/16/19 04:50:00 AM,3.049,0.0,,,,,
192,02/16/19 04:55:00 AM,2.943,0.0,,,,,
193,02/16/19 05:00:00 AM,2.837,0.0,,,,,
194,02/16/19 05:05:00 AM,2.730,0.0,,,,,
195,02/16/19 05:10:00 AM,2.837,0.0,,,,,
196,02/16/19 05:15:00 AM,2.837,0.0,,,,,
197,02/16/19 05:20:00 AM,2.517,0.0,,,,,
198,02/16/19 05:25:00 AM,2.410,0.0,,,,,
199,02/16/19 05:30:00 AM,2.517,0.0,,,,,
200,02/16/19 05:35:00 AM,2.410,0.0,,,,,
201,02/16/19 05:40:00 AM,2.517,0.0,,,,,
202,02/16/19 05:45:00 AM,2.624,0.0,,,,,
203,02/16/19 05:50:00 AM,2.730,0.0,,,,,
204,02/16/19 05:55:00 AM,2.624,0.0,,,,,
205,02/16/19 06:00:00 AM,2.624,0.0,,,,,
206,02/16/19 06:05:00 AM,2.195,0.0,,,,,
207,02/16/19 06:10:00 AM,1.764,0.0,,,,,
208,02/16/19 06:15:00 AM,1.980,0.0,,,,,
209,02/16/19 06:20:00 AM,1.980,10.8,,,,,
210,02/16/19 06:25:00 AM,1.656,86.1,,,,,
211,02/16/19 06:30:00 AM,1.330,226.0,,,,,
212,02/16/19 06:35:00 AM,1.548,549.0,,,,,
213,02/16/19 06:40:00 AM,1.656,914.9,,,,,
214,02/16/19 06:45:00 AM,1.439,1205.6,,,,,
215,02/16/19 06:50:00 AM,1.548,1463.9,,,,,
216,02/16/19 06:55:00 AM,1.548,1722.2,,,,,
217,02/16/19 07:00:00 AM,1.872,1980.6,,,,,
218,02/16/19 07:05:00 AM,2.195,2238.9,,,,,
219,02/16/19 07:10:00 AM,1.872,2411.1,,,,,
220,02/16/19 07:15:00 AM,2.195,2583.4,,,,,
221,02/16/19 07:20:00 AM,2.410,2669.5,,,,,
222,02/16/19 07:25:00 AM,2.624,2755.6,,,,,
223,02/16/19 07:30:00 AM,2.195,2927.8,,,,,
224,02/16/19 07:35:00 AM,2.195,3100.0,,,,,
225,02/16/19 07:40:00 AM,2.410,3100.0,,,,,
226,02/16/19 07:45:00 AM,2.837,3272.2,,,,,
227,02/16/19 07:50:00 AM,2.837,3272.2,,,,,
228,02/16/19 07:55:00 AM,2.730,3444.5,,,,,
229,02/16/19 08:00:00 AM,2.730,3444.5,,,,,
230,02/16/19 08:05:00 AM,2.837,3616.7,,,,,
231,02/16/19 08:10:00 AM,2.730,3788.9,,,,,
232,02/16/19 08:15:00 AM,2.943,3961.1,,,,,
233,02/16/19 08:20:00 AM,8.779,14466.8,,,,,
234,02/16/19 08:25:00 AM,11.625,15155.7,,,,,
235,02/16/19 08:30:00 AM,13.558,16533.4,,,,,
236,02/16/19 08:35:00 AM,14.996,17911.2,,,,,
237,02/16/19 08:40:00 AM,14.325,19977.9,,,,,
238,02/16/19 08:45:00 AM,15.569,21355.7,,,,,
239,02/16/19 08:50:00 AM,14.230,26178.0,,,,,
240,02/16/19 08:55:00 AM,14.421,28933.5,,,,,
241,02/16/19 09:00:00 AM,16.523,33066.9,,,,,
242,02/16/19 09:05:00 AM,16.808,30311.3,,,,,
243,02/16/19 09:10:00 AM,17.094,28933.5,,,,,
244,02/16/19 09:15:00 AM,17.284,28933.5,,,,,
245,02/16/19 09:20:00 AM,17.570,30311.3,,,,,
246,02/16/19 09:25:00 AM,18.045,31689.1,,,,,
247,02/16/19 09:30:00 AM,18.616,34444.7,,,,,
248,02/16/19 09:35:00 AM,17.760,35822.5,,,,,
249,02/16/19 09:40:00 AM,18.045,38578.0,,,,,
250,02/16/19 09:45:00 AM,18.521,41333.6,,,,,
251,02/16/19 09:50:00 AM,19.377,44089.2,,,,,
252,02/16/19 09:55:00 AM,19.758,46844.8,,,,,
253,02/16/19 10:00:00 AM,19.758,49600.3,,,,,
254,02/16/19 10:05:00 AM,19.567,52355.9,,,,,
255,02/16/19 10:10:00 AM,20.043,55111.5,,,,,
256,02/16/19 10:15:00 AM,19.187,55111.5,,,,,
257,02/16/19 10:20:00 AM,20.901,57867.0,,,,,
258,02/16/19 10:25:00 AM,20.805,60622.6,,,,,
259,02/16/19 10:30:00 AM,21.378,66133.8,,,,,
260,02/16/19 10:35:00 AM,20.901,68889.3,,,,,
261,02/16/19 10:40:00 AM,20.805,71644.9,,,,,
262,02/16/19 10:45:00 AM,21.378,74400.5,,,,,
263,02/16/19 10:50:00 AM,21.951,79911.6,,,,,
264,02/16/19 10:55:00 AM,21.855,82667.2,,,,,
265,02/16/19 11:00:00 AM,22.142,85422.8,,,,,
266,02/16/19 11:05:00 AM,22.429,88178.4,,,,,
267,02/16/19 11:10:00 AM,21.760,93689.5,,,,,
268,02/16/19 11:15:00 AM,22.717,99200.7,,,,,
269,02/16/19 11:20:00 AM,22.238,99200.7,,,,,
270,02/16/19 11:25:00 AM,23.388,104711.8,,,,,
271,02/16/19 11:30:00 AM,24.931,110223.0,,,,,
272,02/16/19 11:35:00 AM,23.100,115734.1,,,,,
273,02/16/19 11:40:00 AM,24.641,110223.0,,,,,
274,02/16/19 11:45:00 AM,25.610,126756.4,,,,,
275,02/16/19 11:50:00 AM,25.222,121245.2,,,,,
276,02/16/19 11:55:00 AM,24.158,121245.2,,,,,
277,02/16/19 12:00:00 PM,23.292,55111.5,,,,,
278,02/16/19 12:05:00 PM,23.196,126756.4,,,,,
279,02/16/19 12:10:00 PM,23.966,132267.5,,,,,
280,02/16/19 12:15:00 PM,24.641,132267.5,,,,,
281,02/16/19 12:20:00 PM,24.931,132267.5,,,,,
282,02/16/19 12:25:00 PM,23.773,137778.7,,,,,
283,02/16/19 12:30:00 PM,24.738,137778.7,,,,,
284,02/16/19 12:35:00 PM,24.158,137778.7,,,,,
285,02/16/19 12:40:00 PM,24.062,137778.7,,,,,
286,02/16/19 12:45:00 PM,24.545,137778.7,,,,,
287,02/16/19 12:50:00 PM,23.966,137778.7,,,,,
288,02/16/19 12:55:00 PM,23.004,137778.7,,,,,
289,02/16/19 01:00:00 PM,24.062,137778.7,,,,,
290,02/16/19 01:05:00 PM,24.835,137778.7,,,,,
291,02/16/19 01:10:00 PM,23.773,46844.8,,,,,
292,02/16/19 01:15:00 PM,20.329,143289.8,,,,,
293,02/16/19 01:20:00 PM,22.717,137778.7,,,,,
294,02/16/19 01:25:00 PM,22.621,137778.7,,,,,
295,02/16/19 01:30:00 PM,23.773,143289.8,,,,,
296,02/16/19 01:35:00 PM,23.581,137778.7,,,,,
297,02/16/19 01:40:00 PM,22.908,143289.8,,,,,
298,02/16/19 01:45:00 PM,23.581,143289.8,,,,,
299,02/16/19 01:50:00 PM,23.196,143289.8,,,,,
300,02/16/19 01:55:00 PM,22.525,132267.5,,,,,
301,02/16/19 02:00:00 PM,22.525,137778.7,,,,,
302,02/16/19 02:05:00 PM,23.292,137778.7,,,,,
303,02/16/19 02:10:00 PM,23.966,148801.0,,,,,
304,02/16/19 02:15:00 PM,24.351,143289.8,,,,,
305,02/16/19 02:20:00 PM,21.569,24800.2,,,,,
306,02/16/19 02:25:00 PM,16.903,34444.7,,,,,
307,02/16/19 02:30:00 PM,18.045,28933.5,,,,,
308,02/16/19 02:35:00 PM,16.332,34444.7,,,,,
309,02/16/19 02:40:00 PM,19.853,148801.0,,,,,
310,02/16/19 02:45:00 PM,19.662,30311.3,,,,,
311,02/16/19 02:50:00 PM,16.523,34444.7,,,,,
312,02/16/19 02:55:00 PM,15.951,46844.8,,,,,
313,02/16/19 03:00:00 PM,18.996,46844.8,,,,,
314,02/16/19 03:05:00 PM,19.948,121245.2,,,,,
315,02/16/19 03:10:00 PM,21.091,121245.2,,,,,
316,02/16/19 03:15:00 PM,22.621,126756.4,,,,,
317,02/16/19 03:20:00 PM,22.717,126756.4,,,,,
318,02/16/19 03:25:00 PM,22.142,115734.1,,,,,
319,02/16/19 03:30:00 PM,20.996,104711.8,,,,,
320,02/16/19 03:35:00 PM,19.662,104711.8,,,,,
321,02/16/19 03:40:00 PM,19.567,93689.5,,,,,
322,02/16/19 03:45:00 PM,18.901,93689.5,,,,,
323,02/16/19 03:50:00 PM,18.711,88178.4,,,,,
324,02/16/19 03:55:00 PM,18.140,85422.8,,,,,
325,02/16/19 04:00:00 PM,17.855,82667.2,,,,,
326,02/16/19 04:05:00 PM,17.665,79911.6,,,,,
327,02/16/19 04:10:00 PM,17.665,77156.1,,,,,
328,02/16/19 04:15:00 PM,17.760,71644.9,,,,,
329,02/16/19 04:20:00 PM,17.189,68889.3,,,,,
330,02/16/19 04:25:00 PM,16.713,66133.8,,,,,
331,02/16/19 04:30:00 PM,16.237,57867.0,,,,,
332,02/16/19 04:35:00 PM,15.760,55111.5,,,,,
333,02/16/19 04:40:00 PM,15.951,49600.3,,,,,
334,02/16/19 04:45:00 PM,15.664,46844.8,,,,,
335,02/16/19 04:50:00 PM,15.091,42711.4,,,,,
336,02/16/19 04:55:00 PM,14.325,38578.0,,,,,
337,02/16/19 05:00:00 PM,13.846,33066.9,,,,,
338,02/16/19 05:05:00 PM,13.269,27555.7,,,,,
339,02/16/19 05:10:00 PM,12.401,22044.6,,,,,
340,02/16/19 05:15:00 PM,11.722,17222.3,,,,,
341,02/16/19 05:20:00 PM,10.651,3961.1,,,,,
342,02/16/19 05:25:00 PM,9.472,2927.8,,,,,
343,02/16/19 05:30:00 PM,8.779,2152.8,,,,,
344,02/16/19 05:35:00 PM,8.382,1334.7,,,,,
345,02/16/19 05:40:00 PM,7.782,721.2,,,,,
346,02/16/19 05:45:00 PM,7.481,355.2,,,,,
347,02/16/19 05:50:00 PM,7.079,150.7,,,,,
348,02/16/19 05:55:00 PM,6.775,43.1,,,,,
349,02/16/19 06:00:00 PM,6.268,0.0,,,,,
350,02/16/19 06:05:00 PM,6.064,0.0,,,,,
351,02/16/19 06:10:00 PM,5.757,0.0,,,,,
352,02/16/19 06:15:00 PM,5.655,0.0,,,,,
353,02/16/19 06:20:00 PM,5.141,0.0,,,,,
354,02/16/19 06:25:00 PM,5.450,0.0,,,,,
355,02/16/19 06:30:00 PM,5.347,0.0,,,,,
356,02/16/19 06:35:00 PM,4.934,0.0,,,,,
357,02/16/19 06:40:00 PM,4.934,0.0,,,,,
358,02/16/19 06:45:00 PM,4.934,0.0,,,,,
359,02/16/19 06:50:00 PM,5.552,0.0,,,,,
360,02/16/19 06:55:00 PM,5.552,0.0,,,,,
361,02/16/19 07:00:00 PM,6.064,0.0,,,,,
362,02/16/19 07:05:00 PM,6.370,0.0,,,,,
363,02/16/19 07:10:00 PM,6.370,0.0,,,,,
364,02/16/19 07:15:00 PM,6.064,0.0,,,,,
365,02/16/19 07:20:00 PM,5.757,0.0,,,,,
366,02/16/19 07:25:00 PM,5.655,0.0,,,,,
367,02/16/19 07:30:00 PM,5.450,0.0,,,,,
368,02/16/19 07:35:00 PM,5.347,0.0,,,,,
369,02/16/19 07:40:00 PM,5.450,0.0,,,,,
370,02/16/19 07:45:00 PM,5.860,0.0,,,,,
371,02/16/19 07:50:00 PM,6.471,0.0,,,,,
372,02/16/19 07:55:00 PM,6.877,0.0,,,,,
373,02/16/19 08:00:00 PM,7.179,0.0,,,,,
374,02/16/19 08:05:00 PM,7.682,0.0,,,,,
375,02/16/19 08:10:00 PM,7.983,0.0,,,,,
376,02/16/19 08:15:00 PM,7.782,0.0,,,,,
377,02/16/19 08:20:00 PM,8.082,0.0,,,,,
378,02/16/19 08:25:00 PM,8.282,0.0,,,,,
379,02/16/19 08:30:00 PM,8.481,0.0,,,,,
380,02/16/19 08:35:00 PM,8.382,0.0,,,,,
381,02/16/19 08:40:00 PM,8.082,0.0,,,,,
382,02/16/19 08:45:00 PM,7.582,0.0,,,,,
383,02/16/19 08:50:00 PM,6.877,0.0,,,,,
384,02/16/19 08:55:00 PM,6.877,0.0,,,,,
385,02/16/19 09:00:00 PM,6.877,0.0,,,,,
386,02/16/19 09:05:00 PM,6.775,0.0,,,,,
387,02/16/19 09:10:00 PM,6.674,0.0,,,,,
388,02/16/19 09:15:00 PM,6.573,0.0,,,,,
389,02/16/19 09:20:00 PM,6.573,0.0,,,,,
390,02/16/19 09:25:00 PM,6.573,0.0,,,,,
391,02/16/19 09:30:00 PM,6.674,0.0,,,,,
392,02/16/19 09:35:00 PM,6.268,0.0,,,,,
393,02/16/19 09:40:00 PM,6.064,0.0,,,,,
394,02/16/19 09:45:00 PM,5.962,0.0,,,,,
395,02/16/19 09:50:00 PM,6.064,0.0,,,,,
396,02/16/19 09:55:00 PM,5.860,0.0,,,,,
397,02/16/19 10:00:00 PM,5.860,0.0,,,,,
398,02/16/19 10:05:00 PM,5.860,0.0,,,,,
399,02/16/19 10:10:00 PM,5.655,0.0,,,,,
400,02/16/19 10:15:00 PM,5.450,0.0,,,,,
401,02/16/19 10:20:00 PM,5.347,0.0,,,,,
402,02/16/19 10:25:00 PM,5.450,0.0,,,,,
403,02/16/19 10:30:00 PM,5.244,0.0,,,,,
404,02/16/19 10:35:00 PM,5.347,0.0,,,,,
405,02/16/19 10:40:00 PM,5.244,0.0,,,,,
406,02/16/19 10:45:00 PM,5.450,0.0,,,,,
407,02/16/19 10:50:00 PM,5.552,0.0,,,,,
408,02/16/19 10:55:00 PM,5.347,0.0,,,,,
409,02/16/19 11:00:00 PM,5.037,0.0,,,,,
410,02/16/19 11:05:00 PM,5.450,0.0,,,,,
411,02/16/19 11:10:00 PM,5.552,0.0,,,,,
412,02/16/19 11:15:00 PM,5.347,0.0,,,,,
413,02/16/19 11:20:00 PM,5.037,0.0,,,,,
414,02/16/19 11:25:00 PM,4.727,0.0,,,,,
415,02/16/19 11:30:00 PM,4.727,0.0,,,,,
416,02/16/19 11:35:00 PM,4.623,0.0,,,,,
417,02/16/19 11:40:00 PM,4.415,0.0,,,,,
418,02/16/19 11:45:00 PM,4.727,0.0,,,,,
419,02/16/19 11:50:00 PM,4.623,0.0,,,,,
420,02/16/19 11:55:00 PM,4.311,0.0,,,,,
421,02/17/19 12:00:00 AM,3.998,0.0,,,,,
422,02/17/19 12:05:00 AM,3.998,0.0,,,,,
423,02/17/19 12:10:00 AM,3.998,0.0,,,,,
424,02/17/19 12:15:00 AM,3.998,0.0,,,,,
425,02/17/19 12:20:00 AM,3.893,0.0,,,,,
426,02/17/19 12:25:00 AM,3.893,0.0,,,,,
427,02/17/19 12:30:00 AM,3.893,0.0,,,,,
428,02/17/19 12:35:00 AM,3.893,0.0,,,,,
429,02/17/19 12:40:00 AM,3.893,0.0,,,,,
430,02/17/19 12:45:00 AM,3.788,0.0,,,,,
431,02/17/19 12:50:00 AM,3.788,0.0,,,,,
432,02/17/19 12:55:00 AM,3.788,0.0,,,,,
433,02/17/19 01:00:00 AM,3.683,0.0,,,,,
434,02/17/19 01:05:00 AM,3.472,0.0,,,,,
435,02/17/19 01:10:00 AM,3.261,0.0,,,,,
436,02/17/19 01:15:00 AM,3.261,0.0,,,,,
437,02/17/19 01:20:00 AM,3.367,0.0,,,,,
438,02/17/19 01:25:00 AM,3.578,0.0,,,,,
439,02/17/19 01:30:00 AM,3.683,0.0,,,,,
440,02/17/19 01:35:00 AM,3.472,0.0,,,,,
441,02/17/19 01:40:00 AM,3.367,0.0,,,,,
442,02/17/19 01:45:00 AM,3.578,0.0,,,,,
443,02/17/19 01:50:00 AM,3.683,0.0,,,,,
444,02/17/19 01:55:00 AM,3.472,0.0,,,,,
445,02/17/19 02:00:00 AM,3.472,0.0,,,,,
446,02/17/19 02:05:00 AM,3.261,0.0,,,,,
447,02/17/19 02:10:00 AM,2.837,0.0,,,,,
448,02/17/19 02:15:00 AM,3.049,0.0,,,,,
449,02/17/19 02:20:00 AM,3.049,0.0,,,,,
450,02/17/19 02:25:00 AM,2.410,0.0,,,,,
451,02/17/19 02:30:00 AM,2.410,0.0,,,,,
452,02/17/19 02:35:00 AM,2.624,0.0,,,,,
453,02/17/19 02:40:00 AM,2.088,0.0,,,,,
