Timestamp," ""Temp F"""," ""RH"""," ""Wind_spd"""," ""Wind_dir"""," ""Slr_W"""," ""Rain_mm"""," ""Soil_W_1"""," ""Soil_W_2"""," ""Soil_W_3"""," ""Soil_W_4"""
"1/1/2019, 12:00:00 AM",49.7,13.89,5.92,206.1,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 11:30:00 PM",49.95,13.55,5.27,209.6,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 11:00:00 PM",50.56,13.38,5.78,198.4,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 10:30:00 PM",50.65,12.94,5.98,207.1,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 10:00:00 PM",50.52,12.29,4.97,205.6,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 9:30:00 PM",50.66,12.53,5.02,205.6,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 9:00:00 PM",50.01,12.87,3.15,211.2,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 8:30:00 PM",50.28,14.46,4,209.9,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 8:00:00 PM",50.81,14.63,5.67,204.4,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 7:30:00 PM",51.19,13.88,5.9,196.9,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 7:00:00 PM",51.67,13.31,6.03,207.6,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 6:30:00 PM",51.92,13.27,4.24,210.8,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 6:00:00 PM",51.92,12.9,3.26,212.2,0.005,0,0.11,0.28, NAN,0.16
"12/31/2018, 5:30:00 PM",52.33,16.46,2.82,213.9,0.016,0,0.11,0.28, NAN,0.16
"12/31/2018, 5:00:00 PM",54.06,15.33,4.19,207.9,0.112,0,0.11,0.28, NAN,0.16
"12/31/2018, 4:30:00 PM",55.39,15.43,4.06,210.7,0.288,0,0.11,0.28, NAN,0.16
"12/31/2018, 4:00:00 PM",56.81,22.44,3.61,210,0.373,0,0.11,0.28, NAN,0.16
"12/31/2018, 3:30:00 PM",56.22,22.3,3.17,211.9,0.305,0,0.11,0.28, NAN,0.16
"12/31/2018, 3:00:00 PM",56.91,24.54,3.64,211.7,0.461,0,0.11,0.28, NAN,0.16
"12/31/2018, 2:30:00 PM",55.95,23.39,2.79,212.8,0.421,0,0.11,0.28, NAN,0.16
"12/31/2018, 2:00:00 PM",55.22,26.31,2.9,213,0.242,0,0.11,0.28, NAN,0.17
"12/31/2018, 1:30:00 PM",53.86,34.16,2.09,214.8,0.199,0,0.11,0.28, NAN,0.17
"12/31/2018, 1:00:00 PM",52.86,44.22,2.06,215.6,0.19,0,0.11,0.28, NAN,0.16
"12/31/2018, 12:30:00 PM",52.41,62.23,1.55,216.4,0.178,0,0.11,0.28, NAN,0.16
"12/31/2018, 12:00:00 PM",51.7,73.54,1.54,216.3,0.132,0,0.11,0.28, NAN,0.16
"12/31/2018, 11:30:00 AM",51.25,76.28,1.12,215.9,0.12,0,0.11,0.28, NAN,0.16
"12/31/2018, 11:00:00 AM",52.88,77.77,1.51,215.7,0.097,0,0.11,0.28, NAN,0.16
"12/31/2018, 10:30:00 AM",52.69,76.05,0.81,216.4,0.092,0,0.11,0.28, NAN,0.16
"12/31/2018, 10:00:00 AM",52.15,77.71,0.94,216.6,0.125,0,0.11,0.28, NAN,0.16
"12/31/2018, 9:30:00 AM",51.65,81,1.39,216.6,0.085,0,0.11,0.28, NAN,0.16
"12/31/2018, 9:00:00 AM",51.13,81.8,1.3,216.4,0.053,0,0.11,0.28, NAN,0.16
"12/31/2018, 8:30:00 AM",50,83.8,0.9,216.1,0.008,0,0.11,0.28, NAN,0.16
"12/31/2018, 8:00:00 AM",50.09,84.7,1.17,216.2,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 7:30:00 AM",49.92,84.4,1.16,216.3,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 7:00:00 AM",48.97,82.4,0.63,216.2,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 6:30:00 AM",49.38,82.1,0.81,216.3,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 6:00:00 AM",48.1,77.69,1.29,216.4,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 5:30:00 AM",47.59,71.52,1.31,216.4,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 5:00:00 AM",46.99,72.81,1.37,216.5,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 4:30:00 AM",46.82,71.56,1.6,216.5,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 4:00:00 AM",46.49,78.13,0.68,216.3,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 3:30:00 AM",47.3,74,0.6,216.4,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 3:00:00 AM",46.85,78.33,0.37,216.5,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 2:30:00 AM",48.3,75.18,0.65,216.4,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 2:00:00 AM",45.75,77.01,0.53,216.3,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 1:30:00 AM",46.28,75.18,0.77,216.3,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 1:00:00 AM",48.08,74.16,0.79,216.3,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 12:30:00 AM",49.66,71.3,0.86,216.3,0,0,0.11,0.28, NAN,0.16
"12/31/2018, 12:00:00 AM",50.1,68.04,1.7,216.3,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 11:30:00 PM",49.99,68.79,1.37,216.4,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 11:00:00 PM",50.1,67.91,1.81,216.2,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 10:30:00 PM",49.82,71.33,1.84,215.2,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 10:00:00 PM",49.69,72.48,1.82,215.5,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 9:30:00 PM",49.22,76.62,1.33,214.8,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 9:00:00 PM",49.18,74.24,1.59,214.5,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 8:30:00 PM",49.2,83.4,1.36,214.4,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 8:00:00 PM",48.81,83.8,0.83,214.2,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 7:30:00 PM",49.57,82.8,0.53,214.3,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 7:00:00 PM",50.52,77.93,1.36,214.3,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 6:30:00 PM",51.46,77.24,0.9,214,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 6:00:00 PM",53.59,68.97,1.67,213.9,0.01,0,0.11,0.28, NAN,0.16
"12/30/2018, 5:30:00 PM",55.75,58.76,1.86,213.7,0.071,0,0.11,0.28, NAN,0.16
"12/30/2018, 5:00:00 PM",57.36,54.63,1.95,213.5,0.128,0,0.11,0.28, NAN,0.16
"12/30/2018, 4:30:00 PM",58.89,51.67,1.96,213.3,0.221,0,0.11,0.28, NAN,0.16
"12/30/2018, 4:00:00 PM",60.12,48.49,1.84,213.2,0.337,0,0.11,0.28, NAN,0.16
"12/30/2018, 3:30:00 PM",61.03,47.81,2.01,212.6,0.409,0,0.11,0.28, NAN,0.16
"12/30/2018, 3:00:00 PM",61.43,41.75,1.73,212.5,0.472,0,0.11,0.28, NAN,0.16
"12/30/2018, 2:30:00 PM",61.49,31.81,1.65,212.5,0.519,0,0.11,0.28, NAN,0.16
"12/30/2018, 2:00:00 PM",61.02,27.68,1.85,212.6,0.558,0,0.11,0.28, NAN,0.16
"12/30/2018, 1:30:00 PM",60.51,25.48,1.84,212.5,0.576,0,0.11,0.28, NAN,0.16
"12/30/2018, 1:00:00 PM",59.81,21.55,1.62,212.6,0.578,0,0.11,0.28, NAN,0.16
"12/30/2018, 12:30:00 PM",58.98,25.28,1.68,212.5,0.566,0,0.11,0.28, NAN,0.16
"12/30/2018, 12:00:00 PM",57.83,26.74,1.51,212.6,0.535,0,0.11,0.28, NAN,0.16
"12/30/2018, 11:30:00 AM",57.14,32.97,1.26,212.6,0.489,0,0.11,0.28, NAN,0.16
"12/30/2018, 11:00:00 AM",56,32.27,1.48,212.5,0.432,0,0.11,0.28, NAN,0.16
"12/30/2018, 10:30:00 AM",54.08,27.5,0.96,212.7,0.359,0,0.11,0.28, NAN,0.16
"12/30/2018, 10:00:00 AM",50.94,29.65,1.1,212.9,0.23,0,0.11,0.28, NAN,0.16
"12/30/2018, 9:30:00 AM",46.69,28.27,0.7,212.9,0.031,0,0.11,0.28, NAN,0.16
"12/30/2018, 9:00:00 AM",43.9,35.22,0.59,213.1,0.021,0,0.11,0.28, NAN,0.16
"12/30/2018, 8:30:00 AM",43.8,33.12,0.47,213.1,0.009,0,0.11,0.28, NAN,0.16
"12/30/2018, 8:00:00 AM",44.57,34.2,0.59,213,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 7:30:00 AM",45.32,29.86,0.51,213,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 7:00:00 AM",43.95,31.02,0.67,213,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 6:30:00 AM",45.95,29.83,0.39,212.9,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 6:00:00 AM",46.64,27.29,0.47,212.9,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 5:30:00 AM",48.13,24.64,0.61,213,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 5:00:00 AM",46.93,24.67,0.55,212.9,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 4:30:00 AM",44.75,28.4,0.55,212.9,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 4:00:00 AM",44.81,33.08,0.41,212.9,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 3:30:00 AM",48.02,29.59,0.55,212.9,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 3:00:00 AM",46.08,30.37,0.62,213,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 2:30:00 AM",46.57,28.47,0.61,213.1,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 2:00:00 AM",46.03,32.2,0.58,213.1,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 1:30:00 AM",47.13,31.39,0.66,213.1,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 1:00:00 AM",45.09,33.42,0.66,213.1,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 12:30:00 AM",43.85,43.9,0.72,213.1,0,0,0.11,0.28, NAN,0.16
"12/30/2018, 12:00:00 AM",42.27,46.47,0.65,213.1,0,0,0.11,0.28, NAN,0.16
"12/29/2018, 11:30:00 PM",47.27,36.06,0.61,212.9,0,0,0.11,0.28, NAN,0.16
"12/29/2018, 11:00:00 PM",47.22,36.71,0.75,212.9,0,0,0.11,0.28, NAN,0.16
"12/29/2018, 10:30:00 PM",46.06,33.28,0.86,212.9,0,0,0.11,0.28, NAN,0.16
"12/29/2018, 10:00:00 PM",46.05,42.98,0.79,213,0,0,0.11,0.28, NAN,0.16
"12/29/2018, 9:30:00 PM",43.14,44.74,0.84,212.9,0,0,0.11,0.28, NAN,0.16
"12/29/2018, 9:00:00 PM",47.35,41.89,0.72,213.1,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 8:30:00 PM",47.91,38.6,0.96,213,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 8:00:00 PM",47.81,39.92,0.9,213,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 7:30:00 PM",48.08,42.46,0.81,212.9,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 7:00:00 PM",48.98,40.32,0.83,212.8,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 6:30:00 PM",50.42,37.42,0.95,212.7,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 6:00:00 PM",53.35,35.01,1.14,212.5,0.012,0,0.11,0.28, NAN,0.17
"12/29/2018, 5:30:00 PM",56.71,29.35,1.57,212.2,0.073,0,0.11,0.28, NAN,0.17
"12/29/2018, 5:00:00 PM",58.55,20.44,1.68,212.2,0.161,0,0.11,0.28, NAN,0.17
"12/29/2018, 4:30:00 PM",60.29,21.93,2.15,212.4,0.253,0,0.11,0.28, NAN,0.17
"12/29/2018, 4:00:00 PM",62.88,15.02,2.23,210.9,0.335,0,0.11,0.28, NAN,0.17
"12/29/2018, 3:30:00 PM",63.68,8.53,1.29,211.5,0.41,0,0.11,0.28, NAN,0.17
"12/29/2018, 3:00:00 PM",64.07,8.19,1.26,212.2,0.475,0,0.11,0.28, NAN,0.17
"12/29/2018, 2:30:00 PM",62.73,8.29,2.31,210.7,0.531,0,0.11,0.28, NAN,0.17
"12/29/2018, 2:00:00 PM",62.29,7.75,2.09,211.1,0.566,0,0.11,0.28, NAN,0.17
"12/29/2018, 1:30:00 PM",61.65,7.99,2.19,211.1,0.586,0,0.11,0.28, NAN,0.17
"12/29/2018, 1:00:00 PM",60.63,8.83,1.85,211.2,0.59,0,0.11,0.28, NAN,0.17
"12/29/2018, 12:30:00 PM",59.64,8.73,1.84,211.2,0.578,0,0.11,0.28, NAN,0.17
"12/29/2018, 12:00:00 PM",58.67,8.29,2,210.9,0.549,0,0.11,0.28, NAN,0.17
"12/29/2018, 11:30:00 AM",56.44,9.41,3.46,210.1,0.506,0,0.11,0.28, NAN,0.17
"12/29/2018, 11:00:00 AM",54.12,9.95,4.07,207,0.447,0,0.11,0.28, NAN,0.17
"12/29/2018, 10:30:00 AM",52.3,11.78,4.2,209.8,0.376,0,0.11,0.28, NAN,0.17
"12/29/2018, 10:00:00 AM",50.77,12.4,3.49,210.8,0.242,0,0.11,0.28, NAN,0.17
"12/29/2018, 9:30:00 AM",49.76,12.5,4.64,208.8,0.031,0,0.11,0.28, NAN,0.17
"12/29/2018, 9:00:00 AM",48.67,12.9,3.32,211.6,0.021,0,0.11,0.28, NAN,0.17
"12/29/2018, 8:30:00 AM",48.43,13.58,3.08,211.5,0.007,0,0.11,0.28, NAN,0.17
"12/29/2018, 8:00:00 AM",49,13.18,3.88,207.8,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 7:30:00 AM",48.88,12.9,3.93,208.3,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 7:00:00 AM",48.57,13.78,3.35,210.2,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 6:30:00 AM",48.61,14.16,3.77,208.8,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 6:00:00 AM",48.46,14.43,3.91,208.6,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 5:30:00 AM",48.8,14.7,5.32,211,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 5:00:00 AM",48.9,14.87,5.43,208.3,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 4:30:00 AM",49.08,14.87,5.2,209.6,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 4:00:00 AM",49.18,14.7,4.01,209.3,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 3:30:00 AM",49.61,14.29,3.34,210.3,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 3:00:00 AM",50.09,14.29,3.35,209.7,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 2:30:00 AM",50.07,14.26,3.29,209.8,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 2:00:00 AM",49.97,14.33,3.14,208.1,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 1:30:00 AM",49.37,14.43,2.61,210.1,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 1:00:00 AM",50.3,14.56,3.13,209.3,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 12:30:00 AM",50.44,14.6,2.58,209.5,0,0,0.11,0.28, NAN,0.17
"12/29/2018, 12:00:00 AM",49.57,13.86,2.31,210.1,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 11:30:00 PM",49.36,14.94,1.96,210.2,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 11:00:00 PM",47.72,15.25,2.11,210.1,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 10:30:00 PM",47.78,17.52,1.64,210.2,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 10:00:00 PM",48.41,15.55,2.05,209.5,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 9:30:00 PM",48.66,15.78,2.15,209.7,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 9:00:00 PM",49.49,15.31,2.92,209,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 8:30:00 PM",49.47,14.83,2.82,208.8,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 8:00:00 PM",49.85,15.11,2.64,210,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 7:30:00 PM",50.66,14.33,3.85,207.7,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 7:00:00 PM",50.6,13.92,3.46,208.7,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 6:30:00 PM",50.77,14.7,3.44,210.4,0,0,0.11,0.28, NAN,0.17
"12/28/2018, 6:00:00 PM",51.59,14.53,4.08,208.5,0.013,0,0.11,0.28, NAN,0.17
"12/28/2018, 5:30:00 PM",52.58,13.78,4.06,208.3,0.079,0,0.11,0.28, NAN,0.17
"12/28/2018, 5:00:00 PM",53.5,13.61,4.02,209.9,0.168,0,0.11,0.28, NAN,0.17
"12/28/2018, 4:30:00 PM",54.33,13.24,3.85,207.6,0.259,0,0.11,0.28, NAN,0.17
"12/28/2018, 4:00:00 PM",54.37,13.34,4.43,211.1,0.346,0,0.11,0.28, NAN,0.17
"12/28/2018, 3:30:00 PM",54.43,13.34,4.46,206.5,0.424,0,0.11,0.28, NAN,0.17
"12/28/2018, 3:00:00 PM",54.36,12.76,4.26,209.7,0.49,0,0.11,0.28, NAN,0.17
"12/28/2018, 2:30:00 PM",53.45,13.71,5.72,204.9,0.543,0,0.11,0.28, NAN,0.17
"12/28/2018, 2:00:00 PM",52.96,14.25,4.85,206.3,0.579,0,0.11,0.28, NAN,0.17
"12/28/2018, 1:30:00 PM",52.99,14.19,4.49,207.5,0.598,0,0.11,0.28, NAN,0.17
"12/28/2018, 1:00:00 PM",52.76,14.97,3.8,208.9,0.603,0,0.11,0.28, NAN,0.17
"12/28/2018, 12:30:00 PM",52.01,14.46,3.83,210.4,0.587,0,0.11,0.28, NAN,0.17
"12/28/2018, 12:00:00 PM",50.94,16.12,3.96,208.6,0.556,0,0.11,0.28, NAN,0.17
"12/28/2018, 11:30:00 AM",49.77,16.97,5.42,205.7,0.514,0,0.11,0.28, NAN,0.17
"12/28/2018, 11:00:00 AM",49.09,17.65,5.7,202.3,0.456,0,0.12,0.28, NAN,0.17
"12/28/2018, 10:30:00 AM",48.2,18.93,4.42,205.4,0.38,0,0.12,0.29, NAN,0.17
"12/28/2018, 10:00:00 AM",47.4,20.56,3.72,209.1,0.245,0,0.12,0.29, NAN,0.17
"12/28/2018, 9:30:00 AM",46.8,20.29,4.56,210.3,0.031,0,0.12,0.29, NAN,0.17
"12/28/2018, 9:00:00 AM",47.14,20.73,4.98,205.7,0.022,0,0.12,0.29, NAN,0.17
"12/28/2018, 8:30:00 AM",47.56,19.48,5.56,207.6,0.008,0,0.12,0.29, NAN,0.17
"12/28/2018, 8:00:00 AM",47.72,18.97,5.6,212.4,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 7:30:00 AM",47.54,19.1,5.3,206,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 7:00:00 AM",47.82,20.19,4.94,205.3,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 6:30:00 AM",48.01,18.8,5.63,206.3,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 6:00:00 AM",47.64,20.32,4.68,206.9,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 5:30:00 AM",47.49,20.83,3.75,210,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 5:00:00 AM",48.21,21.03,4.2,206.9,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 4:30:00 AM",48.18,19.75,3.82,209.4,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 4:00:00 AM",48.22,20.83,3.76,209.8,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 3:30:00 AM",48.54,19.95,4.07,209.6,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 3:00:00 AM",49.06,19.27,4.05,210.3,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 2:30:00 AM",49.55,18.43,4.4,209.9,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 2:00:00 AM",49.75,18.39,4.29,210.1,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 1:30:00 AM",50.21,18.19,4.3,210.8,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 1:00:00 AM",51.32,16.36,5.05,202.6,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 12:30:00 AM",51.83,17.07,4.51,210.1,0,0,0.12,0.29, NAN,0.17
"12/28/2018, 12:00:00 AM",52.22,14.83,5.42,209.7,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 11:30:00 PM",52.77,15.48,6.09,207.9,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 11:00:00 PM",53.22,16.19,6.77,205.4,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 10:30:00 PM",53.3,15.48,6.17,204.9,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 10:00:00 PM",52.82,21.07,3.02,214.3,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 9:30:00 PM",51.53,28.18,1.68,216.5,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 9:00:00 PM",50.24,34.65,1.15,216.5,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 8:30:00 PM",51.02,59.41,1.07,216.7,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 8:00:00 PM",49.82,81.9,0.9,217.7,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 7:30:00 PM",49.83,83.4,1.09,217.8,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 7:00:00 PM",50.12,82.7,0.77,217.8,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 6:30:00 PM",51.5,79.13,1.14,217.8,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 6:00:00 PM",53.94,75.05,1.73,217.7,0.02,0,0.12,0.29, NAN,0.17
"12/27/2018, 5:30:00 PM",55.89,69.66,2.04,218,0.074,0,0.12,0.29, NAN,0.17
"12/27/2018, 5:00:00 PM",57.64,66.56,2.11,217.7,0.155,0,0.12,0.29, NAN,0.17
"12/27/2018, 4:30:00 PM",60.37,60.63,1.63,217.2,0.271,0,0.12,0.29, NAN,0.17
"12/27/2018, 4:00:00 PM",61.16,54.14,1.5,216.8,0.357,0,0.12,0.29, NAN,0.17
"12/27/2018, 3:30:00 PM",59.9,52.28,1.21,216.8,0.378,0,0.12,0.29, NAN,0.17
"12/27/2018, 3:00:00 PM",59.21,51.91,1.69,216.8,0.357,0,0.12,0.29, NAN,0.17
"12/27/2018, 2:30:00 PM",60.05,51.87,1.45,217,0.476,0,0.12,0.29, NAN,0.17
"12/27/2018, 2:00:00 PM",59.98,58.16,1.62,217,0.535,0,0.12,0.29, NAN,0.17
"12/27/2018, 1:30:00 PM",58.75,50.77,1.04,217.2,0.445,0,0.12,0.29, NAN,0.17
"12/27/2018, 1:00:00 PM",56.71,56.32,1.44,217.6,0.406,0,0.12,0.29, NAN,0.17
"12/27/2018, 12:30:00 PM",57.18,66.15,1.8,217.7,0.417,0,0.12,0.29, NAN,0.17
"12/27/2018, 12:00:00 PM",57.68,61.3,1.68,218.1,0.605,0,0.12,0.29, NAN,0.17
"12/27/2018, 11:30:00 AM",55.76,65.37,1.69,218.4,0.441,0,0.12,0.29, NAN,0.17
"12/27/2018, 11:00:00 AM",53.79,69.85,1.71,218.8,0.303,0,0.12,0.29, NAN,0.17
"12/27/2018, 10:30:00 AM",53.03,77.45,1.78,218.8,0.196,0,0.12,0.29, NAN,0.17
"12/27/2018, 10:00:00 AM",51.99,74.72,1.2,218.5,0.212,0,0.12,0.29, NAN,0.17
"12/27/2018, 9:30:00 AM",49.53,82.6,0.83,217.9,0.037,0,0.12,0.29, NAN,0.17
"12/27/2018, 9:00:00 AM",48.54,82.6,1.18,218.1,0.027,0,0.12,0.29, NAN,0.17
"12/27/2018, 8:30:00 AM",47.03,85.1,1.07,218,0.008,0,0.12,0.29, NAN,0.17
"12/27/2018, 8:00:00 AM",48.82,82.3,1.3,218.1,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 7:30:00 AM",49,81.4,1.12,218.1,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 7:00:00 AM",48.14,75.15,1.18,218.1,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 6:30:00 AM",48.77,72.51,1.67,218.3,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 6:00:00 AM",48.77,71.49,1.34,218.2,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 5:30:00 AM",47.16,74.14,1.02,218.1,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 5:00:00 AM",47.26,76.47,0.54,217.9,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 4:30:00 AM",48.1,68.65,1.38,218.1,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 4:00:00 AM",46.17,69.2,0.99,218,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 3:30:00 AM",44.44,72.97,0.76,218,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 3:00:00 AM",44.61,77.44,0.68,218.2,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 2:30:00 AM",45.81,72.84,0.43,218.2,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 2:00:00 AM",45.58,74.62,0.43,218.1,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 1:30:00 AM",47.13,75.15,0.56,218.1,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 1:00:00 AM",48.15,63.6,0.49,218.1,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 12:30:00 AM",47.21,75.28,0.94,217.8,0,0,0.12,0.29, NAN,0.17
"12/27/2018, 12:00:00 AM",47.78,82.9,0.95,217.1,0,0,0.12,0.29, NAN,0.17
"12/26/2018, 11:30:00 PM",46.99,85.9,1.26,217.2,0,0,0.12,0.29, NAN,0.17
"12/26/2018, 11:00:00 PM",46.03,85.8,0.83,217.1,0,0,0.12,0.29, NAN,0.18
"12/26/2018, 10:30:00 PM",46.26,86.6,0.49,217.4,0,0,0.12,0.29, NAN,0.18
"12/26/2018, 10:00:00 PM",47.67,83.9,0.34,217.5,0,0,0.12,0.29, NAN,0.18
"12/26/2018, 9:30:00 PM",48.6,82,0.31,217.5,0,0,0.12,0.29, NAN,0.18
"12/26/2018, 9:00:00 PM",49.67,78.6,0.48,217.5,0,0,0.12,0.29, NAN,0.18
"12/26/2018, 8:30:00 PM",50.62,74.06,0.81,217.4,0,0,0.12,0.29, NAN,0.18
"12/26/2018, 8:00:00 PM",50.04,76.35,0.91,217.2,0,0,0.12,0.29, NAN,0.18
"12/26/2018, 7:30:00 PM",50.62,77.93,0.89,217.2,0,0,0.12,0.29, NAN,0.18
"12/26/2018, 7:00:00 PM",51.73,76.06,0.87,217.2,0,0,0.12,0.29, NAN,0.18
"12/26/2018, 6:30:00 PM",53.34,73.64,0.94,217,0,0,0.12,0.29, NAN,0.18
"12/26/2018, 6:00:00 PM",55.87,68.1,1.44,216.9,0.017,0,0.12,0.29, NAN,0.18
"12/26/2018, 5:30:00 PM",58.27,62.85,1.33,216.8,0.083,0,0.12,0.29, NAN,0.18
